Treatments,Time,PC_OD,PJ_OD,BV_OD,BF_OD,BO_OD,BT_OD,BC_OD,BY_OD,BU_OD,DP_OD,BL_OD,BA_OD,BP_OD,CA_OD,EL_OD,FP_OD,CH_OD,AC_OD,BH_OD,CG_OD,ER_OD,RI_OD,CC_OD,DL_OD,DF_OD,Butyrate,Acetate,Lactate,Succinate
AC-BC-BF-BH-BT-BV-BY-CC-CH-DF-DP-PJ,16.0,0.0,0.018954745,0.022217447,0.217668832,0.0,0.267075462,0.479772558,0.134858349,0.0,0.010720307,0.0,0.0,0.0,0.0,0.0,0.0,0.207414626,0.135635182,0.001087567,0.0,0.0,0.0,0.017711811,0.0,0.349885946,19.17968064,30.62998128,25.32123446,17.31927809
AC-BC-BF-BH-BT-BV-BY-CC-CH-DF-DP-PJ,32.0,0.0,0.013282248,0.013693039,0.1131045,0.0,0.196221244,0.277420964,0.109407379,0.0,0.005888007,0.0,0.0,0.0,0.0,0.0,0.0,0.110639753,0.382857362,0.000273861,0.0,0.0,0.0,0.015473134,0.0,0.192524124,18.96491464,34.70632892,28.10689167,19.40495142
AC-BC-BF-BH-BT-BV-BY-CC-CH-DF-DP-PJ,48.0,0.0,0.02218902149202,0.01201540054479875,0.10490840225050944,0.0,0.20327669389589956,0.22282162867802013,0.07213679807521245,0.0,0.00293048233683935,0.0,0.0,0.0,0.0,0.0,0.0,0.16626428833256396,0.4340662502617003,0.00026625772589125,0.0,0.0,0.0,0.0644820701722479,0.0,0.1726688523754064,21.413982439999998,30.780701435,27.27430135,20.805535855000002
AC-BC-BF-BH-BT-BV-CA-CG-CH-DF-DP-EL-PC-PJ-RI,0.0,0.00044,0.00044,0.00044,0.00044,0.0,0.00044,0.00044,0.0,0.0,0.00044,0.0,0.0,0.0,0.00044,0.00044,0.0,0.00044,0.00044,0.00044,0.00044,0.0,0.00044,0.0,0.0,0.00044,0.0,0.0,28.0,0.0
AC-BC-BF-BH-BT-BV-CA-CG-CH-DF-DP-EL-PC-PJ-RI,16.0,0.501511906,0.017587165,0.026103056,0.229003406,0.0,0.246960828,0.402468396,0.0,0.0,0.005924098,0.0,0.0,0.0,0.03239741,0.000370256,0.0,0.065535332,0.13717989,0.00092564,0.019253318,0.0,0.002036409,0.0,0.0,0.230669559,16.1066376,41.77171028,25.6849406,23.46888324
AC-BC-BF-BH-BT-BV-CA-CG-CH-DF-DP-EL-PC-PJ-RI,32.0,0.408705521,0.009352529,0.014776996,0.118028917,0.0,0.176575749,0.240734099,0.0,0.0,0.005424467,0.0,0.0,0.0,0.048446101,0.000374101,0.0,0.132244761,0.475482579,0.000935253,0.022071969,0.0,0.001683455,0.0,0.0,0.364561584,17.4731392,44.76867128,24.86255603,31.22421056
AC-BC-BF-BH-BT-BV-CA-CG-CH-DF-DP-EL-PC-PJ-RI,48.0,0.3951688195928031,0.0044721115,0.014318633735585298,0.1485673587043553,0.0,0.23557614195599186,0.29971438286636226,0.0,0.0,0.0050366225790592,0.0,0.0,0.0,0.0321078117871035,0.0019905402717542,0.0,0.06504899838585565,0.47052296456094,0.00053201879151145,0.0480553697695962,0.0,0.00110308452466925,0.0,0.0,0.2755936308672504,21.199192897499998,34.804123340000004,22.4473473,36.19098567
AC-BC-BF-BH-BV-BY-CC-DL-ER-FP-RI,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0006,0.0006,0.0,0.0006,0.0006,0.0006,0.0006,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BH-BV-BY-CC-DL-ER-FP-RI,48.0,0.0,0.0,0.0189380761090719,0.2529758503008555,0.0,0.0,0.167694007236868,0.0605797701211012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030045874151207,0.0,0.6751580520092749,0.0008232381382878,0.0,0.0170917803731006,0.0024577505423836,0.0836674315861629,0.7115371624117067,0.0,42.2611,18.6017,6.1293500000000005,11.91745
AC-BC-BF-BH-BV-CG-CH-EL-PC-PJ-RI,0.0,0.0006,0.0006,0.0006,0.0006,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0006,0.0006,0.0006,0.0006,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BH-BV-CG-CH-EL-PC-PJ-RI,48.0,0.3915673371339394,0.0414782121302427,0.0900955835014865,0.1902642255430763,0.0,0.0,0.4561340540608172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065072646554997,0.0,0.3309458547382836,0.5742201919563947,0.001517579274715,0.1166504568234605,0.0,0.0007044659321758,0.0,0.0,0.0,38.46255655,27.937278565,1.77529095,28.840007265
AC-BC-BF-BH-BY-CC-DP-ER-FP-PJ-RI,0.0,0.0,0.0006,0.0,0.0006,0.0,0.0,0.0006,0.0006,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0006,0.0006,0.0,0.0006,0.0006,0.0006,0.0,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BH-BY-CC-DP-ER-FP-PJ-RI,48.0,0.0,0.0860422450172026,0.0,0.2855046784479956,0.0,0.0,0.2779414242168208,0.0534494052376573,0.0,0.007691158058113,0.0,0.0,0.0,0.0,0.0,0.0099074102364,0.0,0.9270526257973932,0.0014339914592967,0.0,0.2359802327943743,0.0001303986710963,0.5844559143142206,0.0,0.0,25.605,19.09,33.28,11.115
AC-BC-BF-BL-BO-BP-BT-BV-CG-CH-DP-PJ,0.0,0.0,0.0005499999999999,0.0005499999999999,0.0005499999999999,0.0005499999999999,0.0005499999999999,0.0005499999999999,0.0,0.0,0.0005499999999999,0.0005499999999999,0.0,0.0005499999999999,0.0,0.0,0.0,0.0005499999999999,0.0005499999999999,0.0,0.0005499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BL-BO-BP-BT-BV-CG-CH-DP-PJ,48.0,0.0,0.0407558139714399,0.0293898779970176,0.1568606348173196,0.1305626823282686,0.2610873481060913,0.2927807189940048,0.0,0.0,0.0038495679082484,0.0043773591260675,0.0,0.1422202301113462,0.0,0.0,0.0,0.1260412455825404,0.6695560501953892,0.0,0.0922126968867408,0.0,0.0,0.0,0.0,0.0,16.810458545,46.53027692,38.68263639,14.252390705
AC-BC-BF-BL-BO-BP-BV-CC-CG-DL-ER-FP-RI,0.0,0.0,0.0,0.0005076923076923,0.0005076923076923,0.0005076923076923,0.0,0.0005076923076923,0.0,0.0,0.0,0.0005076923076923,0.0,0.0005076923076923,0.0,0.0,0.0005076923076923,0.0,0.0005076923076923,0.0,0.0005076923076923,0.0005076923076923,0.0005076923076923,0.0005076923076923,0.0005076923076923,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BL-BO-BP-BV-CC-CG-DL-ER-FP-RI,48.0,0.0,0.0,0.0129147804604187,0.2241843373053755,0.0539616408784223,0.0,0.1430543240495119,0.0,0.0,0.0,0.0099098397989438,0.0,0.1590971659971715,0.0,0.0,0.0020995315808459,0.0,0.621473431498408,0.0,0.0899397331996061,0.0067060197459309,0.0016221483780365,0.0202209425047302,0.8327605089622253,0.0,40.07175,30.29425,8.02805,10.0163
AC-BC-BF-BL-BO-BT-BU-BY-CA-CH-DF-EL-ER-FP-PC,0.0,0.00044,0.0,0.0,0.00044,0.00044,0.00044,0.00044,0.00044,0.00044,0.0,0.00044,0.0,0.0,0.00044,0.00044,0.00044,0.00044,0.00044,0.0,0.0,0.00044,0.0,0.0,0.0,0.00044,0.0,0.0,28.0,0.0
AC-BC-BF-BL-BO-BT-BU-BY-CA-CH-DF-EL-ER-FP-PC,48.0,0.2119859548920904,0.0,0.0,0.2079809947591041,0.1463897618771106,0.2228724081310428,0.2824219560926288,0.0612239723394091,0.0463965518179433,0.0,0.0130750086030171,0.0,0.0,0.1623538698617688,0.0016300761710276,0.0014391952543373,0.1266191665988174,0.2976356907662715,0.0,0.0,0.0656001542996912,0.0,0.0,0.0,0.1713808366266146,37.70448502,20.475980645,1.954496205,30.050607695
AC-BC-BF-BL-BO-BT-BU-CC-DL-ER-FP-PC-PJ-RI,0.0,0.0004714285714285,0.0004714285714285,0.0,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0,0.0004714285714285,0.0,0.0004714285714285,0.0,0.0,0.0,0.0,0.0004714285714285,0.0,0.0004714285714285,0.0,0.0,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BL-BO-BT-BU-CC-DL-ER-FP-PC-PJ-RI,48.0,0.1085119886055243,0.0031060640164153,0.0,0.1900725634528198,0.0374943371981119,0.1978976949340239,0.135804193763241,0.0,0.0099516299307598,0.0,0.0087201775130926,0.0,0.0,0.0,0.0,0.0050874072316221,0.0,0.5936301130893682,0.0,0.0,0.0198229226614332,0.0020616804152921,0.1031120588237175,0.8378434591636266,0.0,41.3245,21.94455,7.3865,14.5002
AC-BC-BF-BL-BO-BU-BY-CC-CG-DP-ER-FP-PJ-RI,0.0,0.0,0.0004714285714285,0.0,0.0004714285714285,0.0004714285714285,0.0,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0,0.0,0.0,0.0,0.0004714285714285,0.0,0.0004714285714285,0.0,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BL-BO-BU-BY-CC-CG-DP-ER-FP-PJ-RI,48.0,0.0,0.0051057803228901,0.0,0.3100538818226245,0.0896620912887709,0.0,0.1911673691417219,0.0537073293359241,0.0079223614269495,0.0034163505697215,0.0156768623498956,0.0,0.0,0.0,0.0,0.0061115103583931,0.0,0.8282155134564191,0.0,0.2424590668761644,0.044359318111133,0.0044527715619783,0.4353356386094024,0.0,0.0,39.0214,24.6521,6.6269,14.9801
AC-BC-BF-BL-BO-BV-BY-CA-CC-CG-CH-DF-ER-FP-PJ-RI,0.0,0.0,0.0004125,0.0004125,0.0004125,0.0004125,0.0,0.0004125,0.0004125,0.0,0.0,0.0004125,0.0,0.0,0.0004125,0.0,0.0004125,0.0004125,0.0004125,0.0,0.0004125,0.0004125,0.0004125,0.0004125,0.0,0.0004125,0.0,0.0,28.0,0.0
AC-BC-BF-BL-BO-BV-BY-CA-CC-CG-CH-DF-ER-FP-PJ-RI,48.0,0.0,0.0017723159756388,0.048207268065509,0.1702465446307138,0.107899395410946,0.0,0.2074182489618607,0.067618546317581,0.0,0.0,0.006360460786872,0.0,0.0,0.119737603473553,0.0,0.0014092947459526,0.1207528208750828,1.0331338642900314,0.0,0.0289126288112359,0.0098271054661566,0.0032651193062002,0.0769853186878963,0.0,0.185699092485143,35.3564,27.05525,0.0,26.41705
AC-BC-BF-BL-BT-BY-CA-EL-ER-FP-PJ,0.0,0.0,0.0006,0.0,0.0006,0.0,0.0006,0.0006,0.0006,0.0,0.0,0.0006,0.0,0.0,0.0006,0.0006,0.0006,0.0,0.0006,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BL-BT-BY-CA-EL-ER-FP-PJ,48.0,0.0,0.1386477459328525,0.0,0.1765399846058769,0.0,0.3005272689373077,0.3410150927324084,0.083327021073544,0.0,0.0,0.0173920278709658,0.0,0.0,0.157636769509375,0.0120936640754218,0.0014851532513669,0.0,0.7751853056104606,0.0,0.0,0.0724082122774807,0.0,0.0,0.0,0.0,45.034960645,13.52493106,1.936444425,23.904606975
AC-BC-BF-BL-BU-BV-BY-CG-CH-DP-EL,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0006,0.0006,0.0006,0.0006,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0006,0.0006,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BL-BU-BV-BY-CG-CH-DP-EL,16.0,0.0,0.0,0.054411366,0.243565061,0.0,0.0,0.727331572,0.229517036,0.168180587,0.021962406,0.032053241,0.0,0.0,0.0,0.001385017,0.0,0.177282124,0.251875161,0.0,0.037593308,0.0,0.0,0.0,0.0,0.0,14.077442,43.37844228,27.60369324,19.50152374
AC-BC-BF-BL-BU-BV-BY-CG-CH-DP-EL,32.0,0.0,0.0,0.011425577,0.145386329,0.0,0.0,0.375388164,0.196387456,0.076667278,0.005961171,0.026162916,0.0,0.0,0.0,0.001324705,0.0,0.344588783,0.499744808,0.0,0.030633794,0.0,0.0,0.0,0.0,0.0,15.508096,41.50118988,29.33168139,21.45295114
AC-BC-BF-BL-BU-BV-BY-CG-CH-DP-EL,48.0,0.0,0.0,0.02246745147571375,0.23774939413894608,0.0,0.0,0.355270378195025,0.21743099809905791,0.0610758398433912,0.00789142769075645,0.026966117464233053,0.0,0.0,0.0,0.0013695803551661999,0.0,0.2045669934349425,0.681682937248013,0.0,0.0534878443352958,0.0,0.0,0.0,0.0,0.0,18.51954446,39.89348615,25.515943219999997,28.36472269
AC-BC-BF-BL-BV-BY-CA-CC-DF-DP-EL-ER-FP-RI,0.0,0.0,0.0,0.0004714285714285,0.0004714285714285,0.0,0.0,0.0004714285714285,0.0004714285714285,0.0,0.0004714285714285,0.0004714285714285,0.0,0.0,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0,0.0004714285714285,0.0,0.0,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0,0.0004714285714285,0.0,0.0,28.0,0.0
AC-BC-BF-BL-BV-BY-CA-CC-DF-DP-EL-ER-FP-RI,48.0,0.0,0.0,0.0196929776915623,0.2346322015205658,0.0,0.0,0.2036417533857401,0.0365628673124392,0.0,0.0107430517994565,0.0131156059392688,0.0,0.0,0.0817018260487587,0.0557406854718275,0.0004815235460078,0.0,0.3666137265330119,0.0,0.0,0.0251269877865024,0.0048892885516909,0.1825629721772891,0.0,0.5409202270559335,48.53895,12.6404,0.0,14.87895
AC-BC-BF-BO-BP-CC-CH-DL-ER-FP-RI,0.0,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0006,0.0006,0.0006,0.0,0.0,0.0006,0.0006,0.0006,0.0006,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BO-BP-CC-CH-DL-ER-FP-RI,48.0,0.0,0.0,0.0,0.2133764826274357,0.2284255303808549,0.0,0.4031741746161289,0.0,0.0,0.0,0.0,0.0,0.1716286251738086,0.0,0.0,0.0008175197829625,0.0345502842131123,0.5397183491865052,0.0,0.0,0.0316100392710939,0.0037213286635589,0.0525275843395608,0.7577241592747606,0.0,26.23595,37.89045,27.6463,12.7601
AC-BC-BF-BO-BT-BU-CA-DF-EL-ER-RI,0.0,0.0,0.0,0.0,0.0006,0.0006,0.0006,0.0006,0.0,0.0006,0.0,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0006,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0006,0.0,0.0,28.0,0.0
AC-BC-BF-BO-BT-BU-CA-DF-EL-ER-RI,16.0,0.0,0.0,0.0,0.285126075,0.166285527,0.388683865,0.416968372,0.0,0.059078123,0.0,0.0,0.0,0.0,0.139597726,0.005930622,0.0,0.0,0.405107127,0.0,0.0,0.263000292,0.003649614,0.0,0.0,0.473309284,40.9549616,17.47333628,9.50877297,19.21585576
AC-BC-BF-BO-BT-BU-CA-DF-EL-ER-RI,32.0,0.0,0.0,0.0,0.134208745,0.045185859,0.245936963,0.173549667,0.0,0.026976632,0.0,0.0,0.0,0.0,0.103860034,0.035968843,0.0,0.0,0.339231149,0.0,0.0,0.174673693,0.002922468,0.0,0.0,0.583594475,43.79219712,14.96073524,1.39819728,20.82460901
AC-BC-BF-BO-BT-BU-CA-DF-EL-ER-RI,48.0,0.0,0.0,0.0,0.15770378972639482,0.04966161052055165,0.2635831252399803,0.1483297904248296,0.0,0.03175096496463345,0.0,0.0,0.0,0.0,0.09287157464797885,0.02124750505018905,0.0,0.0,0.3159925043051954,0.0,0.0,0.08375805414864701,0.00069370423174975,0.0,0.0,0.5313834671626319,46.03486345499999,15.3213801975,1.1892106425,22.0191137825
AC-BC-BF-BO-BV-BY-CC-CH-DF-EL-ER-FP-PJ-RI,0.0,0.0,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0,0.0004714285714285,0.0004714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0,0.0,0.0004714285714285,0.0004714285714285,0.0004714285714285,0.0,0.0004714285714285,0.0,0.0,28.0,0.0
AC-BC-BF-BO-BV-BY-CC-CH-DF-EL-ER-FP-PJ-RI,48.0,0.0,0.0027618320880781,0.047888174120666,0.1289027805674791,0.0867297824766294,0.0,0.2531647250955443,0.0459952871464221,0.0,0.0,0.0,0.0,0.0,0.0,0.0559140750217482,0.0008368513516248,0.0183620325231228,0.6501871541146338,0.0,0.0,0.0116323451014369,0.0079888292247007,0.0882064388427531,0.0,0.4663486329130327,41.2327,10.6265,0.0,23.2295
AC-BC-BF-BO-CC-DP-ER-FP-PC-PJ-RI,0.0,0.0006,0.0006,0.0,0.0006,0.0006,0.0,0.0006,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0006,0.0,0.0,0.0006,0.0006,0.0006,0.0,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BO-CC-DP-ER-FP-PC-PJ-RI,48.0,0.6035022354639897,0.0056380561288744,0.0,0.3446291041580371,0.0984881679035818,0.0,0.2659470814695299,0.0,0.0,0.0080493149648102,0.0,0.0,0.0,0.0,0.0,0.0052824274254289,0.0,0.9242436502141008,0.0,0.0,0.1764010147983877,0.0032719559387364,0.3710748092651585,0.0,0.0,30.34525,21.4162,21.5107,20.4269
AC-BC-BF-BP-BT-BV-CG-DL-DP-ER-FP-PJ,0.0,0.0,0.0005499999999999,0.0005499999999999,0.0005499999999999,0.0,0.0005499999999999,0.0005499999999999,0.0,0.0,0.0005499999999999,0.0,0.0,0.0005499999999999,0.0,0.0,0.0005499999999999,0.0,0.0005499999999999,0.0,0.0005499999999999,0.0005499999999999,0.0,0.0,0.0005499999999999,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BP-BT-BV-CG-DL-DP-ER-FP-PJ,48.0,0.0,0.0614757491541895,0.0419476521489035,0.2733182629180476,0.0,0.3003971598115103,0.2773369427220055,0.0,0.0,0.0047981763940043,0.0,0.0,0.3027996880216561,0.0,0.0,0.0022421096849405,0.0,0.6109044191077405,0.0,0.1209661872338431,0.0237141906602626,0.0,0.0,0.036292364324548,0.0,17.16837836,43.8230229,42.143707805000005,12.596269185
AC-BC-BF-BP-BU-CA-CG-CH-EL-FP-PJ,0.0,0.0,0.0006,0.0,0.0006,0.0,0.0,0.0006,0.0,0.0006,0.0,0.0,0.0,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BP-BU-CA-CG-CH-EL-FP-PJ,16.0,0.0,0.027646825,0.0,0.256033644,0.0,0.0,0.886381263,0.0,0.197855107,0.0,0.0,0.0,0.226223154,0.172371946,0.001202036,0.000961629,0.058659351,0.461822188,0.0,0.031974155,0.0,0.0,0.0,0.0,0.0,39.45740456,37.1693884,7.85269575,23.93151125
AC-BC-BF-BP-BU-CA-CG-CH-EL-FP-PJ,32.0,0.0,0.019535893,0.0,0.235458915,0.0,0.0,0.448502965,0.0,0.05901896,0.0,0.0,0.0,0.135723043,0.166157907,0.012955381,0.001645128,0.561194218,0.380641443,0.0,0.024676917,0.0,0.0,0.0,0.0,0.0,43.48798568,34.19913272,1.17199858,25.50339767
AC-BC-BF-BP-BU-CA-CG-CH-EL-FP-PJ,48.0,0.0,0.05119023277166755,0.0,0.2610578178206066,0.0,0.0,0.43785790126234236,0.0,0.0646011035058959,0.0,0.0,0.0,0.15951710739651745,0.125425095171401,0.00556843031346115,0.0009448511286224001,0.18696840770920614,0.446479176287211,0.0,0.18393137820410677,0.0,0.0,0.0,0.0,0.0,46.7469700625,34.773316092499996,1.18394079,23.366999784999997
AC-BC-BF-BT-BU-BV-BY-CH-DF-PJ-RI,0.0,0.0,0.0006,0.0006,0.0006,0.0,0.0006,0.0006,0.0006,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0006,0.0,0.0,28.0,0.0
AC-BC-BF-BT-BU-BV-BY-CH-DF-PJ-RI,16.0,0.0,0.019630402,0.023235986,0.228153343,0.0,0.290249511,0.575691577,0.166057174,0.095347666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104361626,0.274224694,0.0,0.0,0.0,0.004807445,0.0,0.0,0.365966775,21.73576104,45.05355692,14.87206769,25.32429628
AC-BC-BF-BT-BU-BV-BY-CH-DF-PJ-RI,32.0,0.0,0.012727646,0.014474578,0.124281719,0.0,0.189167757,0.295730597,0.086597905,0.062390421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098077742,0.576986615,0.0,0.0,0.0,0.00449211,0.0,0.0,0.474915886,21.9788744,35.78539248,14.47707512,27.94354902
AC-BC-BF-BT-BU-BV-BY-CH-DF-PJ-RI,48.0,0.0,0.01912287792608315,0.0126442030389189,0.143521749395145,0.0,0.20897258713096,0.29937391487654325,0.08992879206880966,0.0360473123805899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11885408592318344,0.6128456247600893,0.0,0.0,0.0,0.0016933956924366,0.0,0.0,0.26280075781845974,27.269300352500004,26.7120689275,11.9224669925,31.4888293075
AC-BC-BF-BT-BY-CA-CC-DL-ER-FP-RI,0.0,0.0,0.0,0.0,0.0006,0.0,0.0006,0.0006,0.0006,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0006,0.0,0.0006,0.0,0.0,0.0006,0.0006,0.0006,0.0006,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BT-BY-CA-CC-DL-ER-FP-RI,48.0,0.0,0.0,0.0,0.1464254988390926,0.0,0.2211670790402034,0.2064955177328168,0.031405189979979,0.0,0.0,0.0,0.0,0.0,0.133406048782286,0.0,0.0075696409312037,0.0,0.5681161473427845,0.0,0.0,0.0191512148945158,0.0042429073908207,0.0475278439818952,0.7725932256839689,0.0,43.16974999999999,18.39085,0.0,15.4025
AC-BC-BF-BU-BV-BY-CA-DF-EL-ER-FP,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0006,0.0006,0.0006,0.0,0.0,0.0,0.0,0.0006,0.0006,0.0006,0.0,0.0006,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,28.0,0.0
AC-BC-BF-BU-BV-BY-CA-DF-EL-ER-FP,48.0,0.0,0.0,0.1295915914720764,0.1896195839399953,0.0,0.0,0.4015042897637954,0.0470210417711733,0.0282700541335335,0.0,0.0,0.0,0.0,0.0933065076558866,0.0109457782175505,0.0008080459755564,0.0,0.3380485831442673,0.0,0.0,0.0473702671939991,0.0,0.0,0.0,0.5590902800127463,43.59413429,15.704478875,1.12975503,19.491880055
AC-BC-BF-BU-CA-CG-CH-DP-EL-FP-PC-PJ,0.0,0.00054999999999995,0.00054999999999995,0.0,0.00054999999999995,0.0,0.0,0.00054999999999995,0.0,0.00054999999999995,0.00054999999999995,0.0,0.0,0.0,0.00054999999999995,0.00054999999999995,0.00054999999999995,0.00054999999999995,0.00054999999999995,0.0,0.00054999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
AC-BC-BF-BU-CA-CG-CH-DP-EL-FP-PC-PJ,16.0,1.186166369,0.026788119,0.0,0.385979343,0.0,0.0,0.513871006,0.0,0.09879919,0.009217417,0.0,0.0,0.0,0.08266871,0.0,0.001152177,0.12904384,0.110609006,0.0,0.038597934,0.0,0.0,0.0,0.0,0.0,14.5200264,48.8072422,25.82883666,31.83840765
AC-BC-BF-BU-CA-CG-CH-DP-EL-FP-PC-PJ,32.0,0.591110171,0.020942526,0.0,0.251605278,0.0,0.0,0.479318378,0.0,0.092029128,0.00973385,0.0,0.0,0.0,0.213554773,0.001179861,0.000294965,0.366936653,0.448052071,0.0,0.035690784,0.0,0.0,0.0,0.0,0.0,14.92650208,43.7177472,24.53021794,38.11791192
AC-BC-BF-BU-CA-CG-CH-DP-EL-FP-PC-PJ,48.0,0.5600152405409471,0.052432535593148796,0.0,0.24606397315298717,0.0,0.0,0.4314853216595067,0.0,0.0729628652495011,0.0073529484854308,0.0,0.0,0.0,0.0742050534289441,0.0018835413034662498,0.0031170687994659502,0.3025204784730299,0.4488014044292294,0.0,0.061340502057372195,0.0,0.0,0.0,0.0,0.0,27.4982218225,32.747728609999996,13.0799261675,35.86362531
AC-BC-BH-BL-BO-BP-BT-BU-BY-CG-DF-FP-PJ-RI,0.0,0.0,0.00047142878571425,0.0,0.0,0.00047142878571425,0.00047142878571425,0.00047142878571425,0.00047142878571425,0.00047142878571425,0.0,0.00047142878571425,0.0,0.00047142878571425,0.0,0.0,0.00047142878571425,0.0,0.00047142878571425,0.00047142878571425,0.00047142878571425,0.0,0.00047142878571425,0.0,0.0,0.00047142878571425,0.0,0.0,28.0,0.0
AC-BC-BH-BL-BO-BP-BT-BU-BY-CG-DF-FP-PJ-RI,16.0,0.0,0.024338767,0.0,0.0,0.135374447,0.456709797,0.413759032,0.144282754,0.053927071,0.0,0.011930768,0.0,0.153986445,0.0,0.0,0.003022461,0.0,0.193278441,0.000477231,0.037383073,0.0,0.002068,0.0,0.0,0.260727049,26.39078416,27.39044236,18.96005362,15.10007136
AC-BC-BH-BL-BO-BP-BT-BU-BY-CG-DF-FP-PJ-RI,32.0,0.0,0.018850547,0.0,0.0,0.083718607,0.36795529,0.29809738,0.118462753,0.035298574,0.0,0.007946799,0.0,0.101645108,0.0,0.0,0.002032902,0.0,0.474405439,0.000369619,0.030123914,0.0,0.002032902,0.0,0.0,0.31620869,29.4261592,35.39487544,28.0810812,17.66094188
AC-BC-BH-BL-BO-BP-BT-BU-BY-CG-DF-FP-PJ-RI,48.0,0.0,0.030093515811129,0.0,0.0,0.06992779146451016,0.33183664515276556,0.22999938601506265,0.0915272322172652,0.0160866968811915,0.0,0.0070651057865437,0.0,0.1480488929412465,0.0,0.0,0.00229136379545575,0.0,0.6486555203146869,0.00047510375151125,0.0704532812475665,0.0,0.0013412177438153002,0.0,0.0,0.1679044861876623,30.399574469999997,33.6884073225,22.670401812500003,16.722783515
AC-BC-BH-BL-BO-BP-BT-CC-CH-DF-DL-EL-ER-FP-RI,0.0,0.0,0.0,0.0,0.0,0.00044,0.00044,0.00044,0.0,0.0,0.0,0.00044,0.0,0.00044,0.0,0.00044,0.00044,0.00044,0.00044,0.00044,0.0,0.00044,0.00044,0.00044,0.00044,0.00044,0.0,0.0,28.0,0.0
AC-BC-BH-BL-BO-BP-BT-CC-CH-DF-DL-EL-ER-FP-RI,48.0,0.0,0.0,0.0,0.0,0.1128766477030353,0.3560353215211617,0.3321948135965099,0.0,0.0,0.0,0.0099238642550071,0.0,0.1483447178795999,0.0,0.0271486301988731,0.0007095405782805,0.015784041795102,0.8453107605430799,0.0007130235597391,0.0,0.0391419055039266,0.0082763965290885,0.0795568494789601,0.4048170294955486,0.2269534338023477,34.095150000000004,24.1772,17.6403,14.5767
