Treatments,Time,BT,BV,CH,BU,CS,CA,DP,DSM,MS001,MS008,MS014
MonocultureDSM_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636733333,0.0,0.0,0.0
MonocultureDSM_0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643433332,0.0,0.0,0.0
MonocultureDSM_0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532299995,0.0,0.0,0.0
MonocultureDSM_0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497133334,0.0,0.0,0.0
MonocultureDSM_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488266666,0.0,0.0,0.0
MonocultureMS001_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007633333,0.0,0.0
MonocultureMS001_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029333338,0.0,0.0
MonocultureMS001_0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320466667,0.0,0.0
MonocultureMS001_0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509366651,0.0,0.0
MonocultureMS001_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509666661,0.0,0.0
MonocultureMS001_0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509833315,0.0,0.0
MonocultureMS001_0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499900003,0.0,0.0
MonocultureMS001_0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483266651,0.0,0.0
MonocultureMS001_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471833328,0.0,0.0
MonocultureMS008_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006000002,0.0
MonocultureMS008_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017333333,0.0
MonocultureMS008_0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246199995,0.0
MonocultureMS008_0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.480433324,0.0
MonocultureMS008_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478900015,0.0
MonocultureMS008_0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442800005,0.0
MonocultureMS008_0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472,0.0
MonocultureMS008_0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437366664,0.0
MonocultureMS008_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429266691,0.0
MonocultureMS014_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007733334
MonocultureMS014_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029599999
MonocultureMS014_0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313333332
MonocultureMS014_0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550933321
MonocultureMS014_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624133328
MonocultureMS014_0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6183
MonocultureMS014_0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575600008
MonocultureMS014_0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533999999
MonocultureMS014_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517533341
